"	O	O
Det	O	O
er	O	O
jo	O	O
slet	O	O
ikke	O	O
noget	O	O
ukendt	O	O
fænomen	O	O
,	O	O
at	O	O
mænd	O	O
er	O	O
blevet	O	O
bidt	O	O
i	O	O
nævnte	O	O
legemsdel	O	O
.	O	O

Algerne	O	O
ventes	O	O
at	O	O
dø	O	O
i	O	O
løbet	O	O
af	O	O
nogle	O	O
uger	O	O
,	O	O
men	O	O
forrådnelsen	O	O
kræver	O	O
så	O	O
megen	O	O
ilt	O	O
,	O	O
at	O	O
fisk	O	O
,	O	O
der	O	O
ikke	O	O
i	O	O
tide	O	O
slipper	O	O
væk	O	O
,	O	O
vil	O	O
dø.-søwo	O	O

Nu	O	O
har	O	O
vi	O	O
fået	O	O
en	O	O
ny	O	O
justitsminister	O	O
,	O	O
som	O	O
følger	O	O
loven	O	O
,	O	O
men	O	O
det	O	O
vil	O	O
de	O	O
selvsamme	O	O
partier	O	O
ikke	O	O
finde	O	O
sig	O	O
i	O	O
.	O	O

Lærernes	O	O
planer	O	O
for	O	O
den	O	O
kommende	O	O
10.	O	O
klasse	O	O
bygger	O	O
dels	O	O
på	O	O
elevernes	O	O
ønsker	O	O
og	O	O
forventninger	O	O
,	O	O
dels	O	O
på	O	O
lærernes	O	O
forestillinger	O	O
om	O	O
hvilke	O	O
krav	O	O
,	O	O
der	O	O
må	O	O
stilles	O	O
til	O	O
et	O	O
ungt	O	O
menneske	O	O
i	O	O
1987	O	O
.	O	O

Berlingske	B-ORG	O
Tidendes	I-ORG	O
afslag	O	O
kom	O	O
først	O	O
seks	O	O
uger	O	O
senere	O	O
og	O	O
lignede	O	O
til	O	O
forveksling	O	O
afslaget	O	O
fra	O	O
Jyllands-Posten	B-ORG	O
.	O	O

Som	O	O
nationalist	O	O
nærer	O	O
han	O	O
had	O	O
mod	O	O
USA	B-LOC	O
,	O	O
og	O	O
han	O	O
ser	O	O
sig	O	O
selv	O	O
som	O	O
en	O	O
general	O	O
i	O	O
en	O	O
ny-nazistisk	O	O
kamp	O	O
mod	O	O
amerikanerne	B-LOCderiv	O
.	O	O

PRINSERNE	O	O
ER	O	O
MED	O	O

Hvis	O	O
der	O	O
undertiden	O	O
skulle	O	O
stå	O	O
noget	O	O
vås	O	O
i	O	O
en	O	O
film-anmeldelse	O	O
,	O	O
skyldes	O	O
det	O	O
altså	O	O
ikke	O	O
tidnød	O	O
,	O	O
selv	O	O
om	O	O
det	O	O
naturligvis	O	O
er	O	O
mest	O	O
bekvemt	O	O
for	O	O
anmelderne	O	O
,	O	O
hvis	O	O
læserne	O	O
tror	O	O
det	O	O
.	O	O

Stakken	O	O
blev	O	O
tæt	O	O
på	O	O
2	O	O
meter	O	O
høj	O	O
og	O	O
vejede	O	O
43,5	O	O
kg.	O	O
.	O	O

"	O	O
Jeg	O	O
tænkte	O	O
,	O	O
at	O	O
det	O	O
her	O	O
lærer	O	O
jeg	O	O
bare	O	O
ikke	O	O
.	O	O

I	O	O
stuen	O	O
ved	O	O
siden	O	O
af	O	O
sad	O	O
de	O	O
andre	O	O
foran	O	O
fjernsynsapparatet	O	O
og	O	O
bekymrede	O	O
sig	O	O
næppe	O	O
om	O	O
hende	O	O
.	O	O

Karen	B-PER	O
Merete	I-PER	O
Bennike	I-PER	O
har	O	O
skrevet	O	O
fire	O	O
populære	O	O
lærebøger	O	O
i	O	O
spansk	B-LOCderiv	O
og	O	O
fransk	B-LOCderiv	O
for	O	O
gymnasierne	O	O
.	O	O

Han	O	O
giver	O	O
mig	O	O
alting	O	O
:	O	O
Bil	O	O
,	O	O
video	O	O
,	O	O
opvaskemaskine	O	O
,	O	O
stereoanlæg	O	O
og	O	O
tøj	O	O
,	O	O
men	O	O
det	O	O
kan	O	O
jeg	O	O
jo	O	O
ikke	O	O
tage	O	O
med	O	O
i	O	O
seng	O	O
.	O	O

Samtidig	O	O
fortsatte	O	O
forhandlingerne	O	O
om	O	O
andre	O	O
84	O	O
soldater	O	O
,	O	O
der	O	O
var	O	O
taget	O	O
til	O	O
fange	O	O
i	O	O
Bosnien	B-LOC	O
,	O	O
skriver	O	O
Reuter	B-ORG	O
.	O	O

Bestilte	O	O
en	O	O
ny	O	O
omgang	O	O
.	O	O

Ingen	O	O
i	O	O
besætningen	O	O
har	O	O
lyst	O	O
til	O	O
at	O	O
tabe	O	O
,	O	O
"	O	O
understreger	O	O
Jesper	B-PER	O
Bank	I-PER	O
.	O	O

Hun	O	O
kiggede	O	O
spørgende	O	O
på	O	O
ham	O	O
.	O	O

DSBs	B-ORG	O
egne	O	O
undersøgelser	O	O
,	O	O
som	O	O
politimester	O	O
J.	B-PER	O
P.	I-PER	O
Clausen	I-PER	O
,	O	O
Næstved	B-LOC	O
,	O	O
modtog	O	O
resultatet	O	O
af	O	O
i	O	O
går	O	O
,	O	O
udpeger	O	O
loko-føreren	O	O
som	O	O
den	O	O
skyldige	O	O
i	O	O
togkollisionen	O	O
på	O	O
Næstved	B-LOC	B-LOC
Station	I-LOC	O
tidligt	O	O
om	O	O
morgenen	O	O
den	O	O
25.	O	O
september	O	O
.	O	O

Forskellen	O	O
på	O	O
de	O	O
to	O	O
biler	O	O
er	O	O
,	O	O
bortset	O	O
fra	O	O
det	O	O
skrækkelige	O	O
"	O	O
hollandske	B-LOCderiv	O
udtræk	O	O
"	O	O
bag	O	O
på	O	O
Cosworth'en	B-ORGderiv	O
,	O	O
transmissionen	O	O
og	O	O
visse	O	O
udstyrsdetaljer	O	O
,	O	O
at	O	O
RS	B-MISC	O
2000	I-MISC	O
har	O	O
en	O	O
fladere	O	O
momentkurve	O	O
end	O	O
rallyraketten	O	O
,	O	O
der	O	O
skal	O	O
sparkes	O	O
op	O	O
i	O	O
omdrejninger	O	O
for	O	O
få	O	O
alle	O	O
227	O	O
hestekræfter	O	O
i	O	O
arbejde	O	O
.	O	O

Men	O	O
når	O	O
hun	O	O
får	O	O
opereret	O	O
knæet	O	O
,	O	O
slipper	O	O
hun	O	O
for	O	O
smerten	O	O
.	O	O

Tholstrup	B-ORG	O
Cheese	I-ORG	O
er	O	O
den	O	O
eneste	O	O
danske	O	O
producent	O	O
af	O	O
frisk	O	O
pasta	O	O
,	O	O
men	O	O
der	O	O
går	O	O
rygter	O	O
i	O	O
mejeribranchen	O	O
om	O	O
,	O	O
at	O	O
også	O	O
en	O	O
større	O	O
brødproducent	O	O
vil	O	O
starte	O	O
en	O	O
produktion	O	O
inden	O	O
længe	O	O
.	O	O

Og	O	O
der	O	O
var	O	O
flere	O	O
drivhuse	O	O
,	O	O
og	O	O
bag	O	O
ham	O	O
var	O	O
der	O	O
en	O	O
bygning	O	O
han	O	O
kun	O	O
havde	O	O
set	O	O
den	O	O
mindste	O	O
del	O	O
af	O	O
.	O	O

Måtten	O	O
kom	O	O
tilbage	O	O
.	O	O

Kun	O	O
den	O	O
orangegule	O	O
norske	B-LOCderiv	O
Fanta	B-MISC	O
,	O	O
Solus	B-MISC	O
,	O	O
kan	O	O
holde	O	O
øjne	O	O
og	O	O
mund	O	O
åbne	O	O
.	O	O

For	O	O
går	O	O
han	O	O
hen	O	O
og	O	O
fumler	O	O
med	O	O
en	O	O
mine	O	O
,	O	O
skal	O	O
han	O	O
alligevel	O	O
først	O	O
på	O	O
infirmeriet	O	O
.	O	O

Varerummet	O	O
på	O	O
en	O	O
varebil	O	O
er	O	O
ikke	O	O
et	O	O
bagagerum	O	O
på	O	O
samme	O	O
måde	O	O
,	O	O
som	O	O
et	O	O
aflåseligt	O	O
bagagerum	O	O
på	O	O
en	O	O
almindelig	O	O
personbil	O	O
,	O	O
hvor	O	O
man	O	O
ikke	O	O
kan	O	O
se	O	O
bagagen	O	O
udefra	O	O
.	O	O

Efter	O	O
at	O	O
have	O	O
flirtet	O	O
lidt	O	O
med	O	O
malerkunst	O	O
og	O	O
journalistik	O	O
satte	O	O
hun	O	O
sig	O	O
selv	O	O
på	O	O
skolebænken	O	O
for	O	O
at	O	O
ende	O	O
som	O	O
en	O	O
meget	O	O
succesfuld	O	O
TV-instruktør	O	O
.	O	O

Storsnudethed	O	O
virker	O	O
afrusende	O	O
.	O	O

Induktion	O	O
af	O	O
elektrofelter	O	O
:	O	O

Nye	O	O
i	O	O
BTCC	B-ORG	O

Ikke	O	O
alene	O	O
synger	O	O
hun	O	O
i	O	O
Bakkens	B-MISC	O
Hvile	I-MISC	O
.	O	O

Kunsthallen	O	O
markerer	O	O
jubilæet	O	O
med	O	O
en	O	O
90	O	O
centimeter	O	O
høj	O	O
bronze-figur	O	O
af	O	O
komponisten	O	O
som	O	O
dreng	O	O
,	O	O
vurderet	O	O
til	O	O
50.000	O	O
kr.	O	O
.	O	O

Flere	O	O
sygehuse	O	O
til	O	O
Østeuropa	B-LOC	O

Det	O	O
kræver	O	O
dog	O	O
,	O	O
at	O	O
hun	O	O
laver	O	O
en	O	O
specifik	O	O
træning	O	O
af	O	O
lårmusklerne	O	O
med	O	O
strækøvelser	O	O
over	O	O
en	O	O
pølle	O	O
,	O	O
"	O	O
siger	O	O
ortopædkirurgen	O	O
.	O	O

Angrebet	O	O
kom	O	O
efter	O	O
,	O	O
at	O	O
byen	O	O
natten	O	O
igennem	O	O
var	O	O
blevet	O	O
ramt	O	O
af	O	O
400	O	O
raketter	O	O
.	O	O

PROBLEMER	O	O

Samme	O	O
cifre	O	O
,	O	O
de	O	O
norske	B-LOCderiv	O
piger	O	O
tabte	O	O
med	O	O
i	O	O
lørdags	O	O
mod	O	O
VMs	B-ORG	O
værtsnation	O	O
.	O	O

I	O	O
Shell	B-ORG	O
har	O	O
man	O	O
ingen	O	O
planer	O	O
om	O	O
at	O	O
lade	O	O
en	O	O
del	O	O
af	O	O
den	O	O
blyholdige	O	O
98	B-MISC	O
oktan	I-MISC	O
erstatte	O	O
af	O	O
blyfri	O	O
.	O	O

Ved	O	O
udgangen	O	O
af	O	O
juni	O	O
beskæftigede	O	O
de	O	O
danske	B-LOCderiv	O
industrivirksomheder	O	O
korrigeret	O	O
for	O	O
sæsonudsving	O	O
godt	O	O
270.000	O	O
personer	O	O
.	O	O

Mit	O	O
hus	O	O
er	O	O
et	O	O
lille	O	O
skovløberhus	O	O
bag	O	O
en	O	O
af	O	O
de	O	O
røde	O	O
låger	O	O
.	O	O

Trods	O	O
sine	O	O
23	O	O
år	O	O
på	O	O
bagen	O	O
er	O	O
"	O	O
Spejldans	B-MISC	O
"	O	O
stadig	O	O
en	O	O
fascinerende	O	O
og	O	O
på	O	O
mange	O	O
måder	O	O
rystende	O	O
læseoplevelse	O	O
.	O	O

Århus	B-ORG	B-LOC
Stiftstidende	I-ORG	O
svarede	O	O
,	O	O
at	O	O
man	O	O
ikke	O	O
var	O	O
interesseret	O	O
,	O	O
idet	O	O
en	O	O
medarbejder	O	O
alligevel	O	O
snart	O	O
skulle	O	O
til	O	O
området	O	O
.	O	O

De	O	O
,	O	O
der	O	O
udførte	O	O
bagholdsangrebet	O	O
,	O	O
er	O	O
i	O	O
øvrigt	O	O
uden	O	O
for	O	O
vor	O	O
direkte	O	O
kontrol	O	O
,	O	O
"	O	O
sagde	O	O
han	O	O
til	O	O
den	O	O
britiske	B-LOCderiv	O
tv-station	O	O
Sky	B-ORG	O
.	O	O

En	O	O
anden	O	O
blomsterhandler	O	O
,	O	O
Carsten	B-PER	O
Ove	I-PER	O
Dalsø	I-PER	O
Nielsen	I-PER	O
fra	O	O
Carstens	B-ORG	B-PER
Blomster	I-ORG	O
i	O	O
Bredegade	B-LOC	O
55	O	O
,	O	O
Slagelse	B-LOC	O
,	O	O
har	O	O
også	O	O
modtaget	O	O
henvendelser	O	O
fra	O	O
politiet	O	O
.	O	O

Erkendelsen	O	O
faldt	O	O
dog	O	O
fra	O	O
hinanden	O	O
efter	O	O
grundige	O	O
afhøringer	O	O
hos	O	O
politiet	O	O
.	O	O

Jeg	O	O
fik	O	O
blot	O	O
besked	O	O
om	O	O
,	O	O
at	O	O
der	O	O
overhovedet	O	O
ikke	O	O
var	O	O
nogen	O	O
problemer	O	O
.	O	O

Men	O	O
vi	O	O
er	O	O
stærkt	O	O
knyttet	O	O
til	O	O
hinanden	O	O
.	O	O

Blandt	O	O
fodboldspillerne	O	O
i	O	O
den	O	O
fysisk	O	O
krævende	O	O
EM-turnering	B-ORGpart	O
er	O	O
der	O	O
stor	O	O
professionel	O	O
medfølelse	O	O
med	O	O
den	O	O
uheldige	O	O
sportsmand	O	O
.	O	O

Skolens	O	O
arbejde	O	O
med	O	O
elektronisk	O	O
post	O	O
muliggøres	O	O
af	O	O
et	O	O
abonnement	O	O
på	O	O
et	O	O
elektronisk	O	O
netværk	O	O
med	O	O
knudepunkter	O	O
over	O	O
hele	O	O
verden	O	O
,	O	O
EARN-nettet	B-ORGpart	O
(	O	O
European	B-ORG	O
Academic	I-ORG	O
Research	I-ORG	O
Network	I-ORG	O
)	O	O
.	O	O

Lars	B-PER	O
svarede	O	O
,	O	O
at	O	O
det	O	O
var	O	O
svært	O	O
at	O	O
sige	O	O
.	O	O

Selv	O	O
særligt	O	O
begavede	O	O
børn	O	O
bliver	O	O
nødt	O	O
til	O	O
at	O	O
leve	O	O
i	O	O
det	O	O
samfund	O	O
vi	O	O
har	O	O
,	O	O
de	O	O
kan	O	O
jo	O	O
ikke	O	O
melde	O	O
sig	O	O
ud	O	O
.	O	O

Det	O	O
et-motorede	O	O
Cessna	B-MISC	O
172	I-MISC	O
fly	O	O
med	O	O
plads	O	O
til	O	O
fire	O	O
personer	O	O
havde	O	O
da	O	O
retning	O	O
mod	O	O
en	O	O
række	O	O
fire	O	O
meter	O	O
høje	O	O
buske	O	O
.	O	O

Så	O	O
enkelt	O	O
kan	O	O
Unibanks	B-ORG	O
problem	O	O
formuleres	O	O
,	O	O
og	O	O
i	O	O
et	O	O
forsøg	O	O
på	O	O
at	O	O
få	O	O
skabt	O	O
tillid	O	O
blev	O	O
Unibanks	B-ORG	O
direktør	O	O
,	O	O
52-årige	O	O
Steen	B-PER	O
Rasborg	I-PER	O
i	O	O
går	O	O
fyret	O	O
med	O	O
en	O	O
afskedsgave	O	O
på	O	O
ca.	O	O
ni	O	O
millioner	O	O
kroner	O	O
.	O	O

At	O	O
højden	O	O
over	O	O
for-	O	O
og	O	O
bagsæde	O	O
er	O	O
mindsket	O	O
med	O	O
hhv.	O	O
10	O	O
og	O	O
8	O	O
mm	O	O
,	O	O
og	O	O
at	O	O
bredden	O	O
i	O	O
skulderhøjde	O	O
for/bag	O	O
tabte	O	O
hhv.	O	O
4	O	O
og	O	O
10	O	O
mm.	O	O
.	O	O

Så	O	O
skal	O	O
der	O	O
rafles	O	O
om	O	O
husholdningspengene	O	O
.	O	O

Derfor	O	O
tæller	O	O
modelprogrammet	O	O
foreløbig	O	O
kun	O	O
Legacy	B-MISC	O
.	O	O

Edeling	B-PER	O
og	O	O
Robert	B-PER	O
udviklede	O	O
ikke	O	O
mindst	O	O
i	O	O
1970'erne	O	O
en	O	O
række	O	O
nye	O	O
trykteknikker	O	O
,	O	O
hvorved	O	O
man	O	O
på	O	O
en	O	O
helt	O	O
ny	O	O
måde	O	O
kunne	O	O
fastholde	O	O
metallets	O	O
stoflighed	O	O
i	O	O
det	O	O
grafiske	O	O
tryk	O	O
.	O	O

Dialog	O	O
med	O	O
undertekst	O	O
,	O	O
og	O	O
en	O	O
klart	O	O
defineret	O	O
fortællersynsvinkel	O	O
,	O	O
de	O	O
to	O	O
virkemidler	O	O
lå	O	O
i	O	O
impressionismens	O	O
prosa	O	O
.	O	O

Desværre	O	O
er	O	O
det	O	O
jo	O	O
kommunerne	O	O
,	O	O
der	O	O
vurderer	O	O
de	O	O
ældres	O	O
behov	O	O
-	O	O
og	O	O
de	O	O
anlægger	O	O
en	O	O
økonomisk	O	O
synsvinkel	O	O
.	O	O

Og	O	O
de	O	O
er	O	O
begge	O	O
fuld	O	O
af	O	O
gå-på-mod	O	O
og	O	O
har	O	O
store	O	O
ambitioner	O	O
.	O	O

hel	O	O

Men	O	O
privat	O	O
er	O	O
Jason	B-PER	O
Priestley	I-PER	O
absolut	O	O
ingen	O	O
duksedreng	O	O
.	O	O

Elektronisk	O	O
netværk	O	O
-	O	O
og	O	O
netværk	O	O
af	O	O
skoler	O	O

Usikkerheden	O	O
om	O	O
programmernes	O	O
tidshorisont	O	O
og	O	O
uhensigtsmæssige	O	O
finansieringsformer	O	O
vanskeliggør	O	O
en	O	O
konsolidering	O	O
af	O	O
forskningen	O	O
på	O	O
langt	O	O
sigt	O	O
,	O	O
fastslår	O	O
rådene	O	O
i	O	O
deres	O	O
rapport	O	O
.	O	O

Venerne	O	O
kan	O	O
også	O	O
have	O	O
svært	O	O
ved	O	O
at	O	O
føre	O	O
blodet	O	O
tilbage	O	O
til	O	O
hjertet	O	O
,	O	O
og	O	O
i	O	O
så	O	O
fald	O	O
hobes	O	O
blodet	O	O
op	O	O
,	O	O
og	O	O
benene	O	O
hæver	O	O
.	O	O

KURS	O	O
MOD	O	O
BUSKE	O	O

Muligheder	O	O
i	O	O
mange	O	O
fag	O	O

Han	O	O
mener	O	O
,	O	O
at	O	O
det	O	O
er	O	O
på	O	O
tide	O	O
at	O	O
bede	O	O
USA	B-ORG	O
om	O	O
at	O	O
standse	O	O
krigen	O	O
militært	O	O
.	O	O

-	O	O
Og	O	O
det	O	O
er	O	O
mig	O	O
,	O	O
der	O	O
hedder	O	O
Anni	B-PER	O
,	O	O
sagde	O	O
Anni	B-PER	O
og	O	O
hoppede	O	O
og	O	O
dansede	O	O
på	O	O
fødderne	O	O
.	O	O

Europæerne	B-LOCderiv	O
skulle	O	O
være	O	O
intelligente	O	O
nok	O	O
.	O	O

Svendsen	B-PER	O
kører	O	O
derud	O	O
i	O	O
ambulancen	O	O
.	O	O

Gudskelov	O	O
for	O	O
det	O	O
.	O	O

De	O	O
svage	O	O
og	O	O
syge	O	O
ligger	O	O
i	O	O
deres	O	O
telte	O	O
.	O	O

"	O	O
Jyden	B-LOCderiv	O
er	O	O
som	O	O
bekendt	O	O
stærk	O	O
og	O	O
sej	O	O
.	O	O

Tværtimod	O	O
er	O	O
det	O	O
den	O	O
tyske	B-LOCderiv	O
stabilitets-	O	O
og	O	O
pengepolitik	O	O
,	O	O
der	O	O
skal	O	O
overtages	O	O
af	O	O
resten	O	O
af	O	O
EF	B-ORG	O
,	O	O
"	O	O
sagde	O	O
Waigel	B-PER	O
fornylig	O	O
under	O	O
en	O	O
diskussion	O	O
om	O	O
den	O	O
fremtidige	O	O
økonomiske	O	O
union	O	O
i	O	O
EF	B-ORG	O
.	O	O

En	O	O
volleyballspiller	O	O
springer	O	O
i	O	O
gennemsnit	O	O
80	O	O
centimeter	O	O
i	O	O
vejret	O	O
.	O	O

Kan	O	O
nye	O	O
kontrakter	O	O
ikke	O	O
undgås	O	O
-	O	O
selv	O	O
om	O	O
begge	O	O
foreninger	O	O
også	O	O
opfordrer	O	O
til	O	O
at	O	O
vente	O	O
-	O	O
så	O	O
anbefaler	O	O
de	O	O
to	O	O
parter	O	O
på	O	O
det	O	O
kraftigste	O	O
,	O	O
at	O	O
de	O	O
gamle	O	O
transfer-bestemmelser	O	O
fra	O	O
før	O	O
9.	O	O
marts	O	O
anvendes	O	O
.	O	O

Adolf	B-PER	O
Hitler	I-PER	O
er	O	O
Lehders	B-PER	O
politiske	O	O
idol	O	O
.	O	O

Der	O	O
er	O	O
flere	O	O
muligheder	O	O
for	O	O
behandling	O	O
.	O	O

"	O	O
Man	O	O
kan	O	O
næsten	O	O
se	O	O
,	O	O
at	O	O
nogle	O	O
af	O	O
de	O	O
der	O	O
tynde	O	O
madammer	O	O
med	O	O
højlakerede	O	O
røde	O	O
negle	O	O
tænker	O	O
:	O	O
Guuud	O	O
,	O	O
altså	O	O
,	O	O
"	O	O
siger	O	O
den	O	O
25-årige	O	O
Bettina	B-PER	O
Jørgensen	I-PER	O
fra	O	O
Hammel	B-LOC	O
.	O	O

Nu	O	O
måtte	O	O
det	O	O
amerikanske	B-LOCderiv	O
narkopoliti	O	O
,	O	O
DEA	B-ORG	O
,	O	O
føre	O	O
krigen	O	O
på	O	O
hjemmefronten	O	O
.	O	O

MEN	O	O
endnu	O	O
en	O	O
gang	O	O
var	O	O
det	O	O
en	O	O
skæbnefyldt	O	O
fejlvurdering	O	O
af	O	O
ledende	O	O
politikere	O	O
.	O	O

"	O	O
Realistisk	O	O
set	O	O
er	O	O
det	O	O
en	O	O
mindre	O	O
del	O	O
af	O	O
min	O	O
karriere	O	O
-	O	O
tiden	O	O
bliver	O	O
mest	O	O
brugt	O	O
på	O	O
mine	O	O
egne	O	O
koncerter	O	O
og	O	O
plader	O	O
,	O	O
men	O	O
de	O	O
andre	O	O
får	O	O
al	O	O
publicityen	O	O
(	O	O
latter	O	O
)	O	O
.	O	O

Hun	O	O
var	O	O
lige	O	O
ved	O	O
at	O	O
briste	O	O
i	O	O
gråd	O	O
af	O	O
sorg	O	O
og	O	O
harme	O	O
,	O	O
men	O	O
den	O	O
